-4,4,0
-3,4,0
-2,4,0
-1,4,0
0,4,0
1,4,0
2,4,0
3,4,0
-4,3,0
-3,3,0
-2,3,0
-1,3,0
0,3,0
1,3,0
2,3,0
3,3,0
-4,2,0
-3,2,0
-2,2,0
-1,2,0
0,2,0
1,2,0
2,2,0
3,2,0
-4,1,0
-3,1,0
-2,1,0
-1,1,0
0,1,0
1,1,0
2,1,0
3,1,0
-4,0,0
-3,0,0
-2,0,0
-1,0,0
0,0,0
1,0,0
2,0,0
3,0,0
-4,-1,0
-3,-1,0
-2,-1,0
-1,-1,0
0,-1,0
1,-1,0
2,-1,0
3,-1,0
-4,-2,0
-3,-2,0
-2,-2,0
-1,-2,0
0,-2,0
1,-2,0
2,-2,0
3,-2,0
-4,-3,0
-3,-3,0
-2,-3,0
-1,-3,0
0,-3,0
1,-3,0
2,-3,0
3,-3,0
-4,4,0
-3,3.99998,0
-2,3.99998,0
-1,3.99998,0
0,3.99998,0
1,3.99998,0
2,3.99998,0
3,4,0
-4,2.99998,0
-3,2.99998,0
-2,2.99998,0
-1,2.99998,0
0,2.99998,0
1,2.99998,0
2,2.99998,0
3,2.99998,0
-4,1.99998,0
-3,1.99998,0
-2,1.99998,0
-1,1.99998,0
0,1.99998,0
1,1.99998,0
2,1.99998,0
3,1.99998,0
-4,0.99998,0
-3,0.99998,0
-2,0.99998,0
-1,0.99998,0
0,0.99998,0
1,0.99998,0
2,0.99998,0
3,0.99998,0
-4,-2e-05,0
-3,-2e-05,0
-2,-2e-05,0
-1,-2e-05,0
0,-2e-05,0
1,-2e-05,0
2,-2e-05,0
3,-2e-05,0
-4,-1.00002,0
-3,-1.00002,0
-2,-1.00002,0
-1,-1.00002,0
0,-1.00002,0
1,-1.00002,0
2,-1.00002,0
3,-1.00002,0
-4,-2.00002,0
-3,-2.00002,0
-2,-2.00002,0
-1,-2.00002,0
0,-2.00002,0
1,-2.00002,0
2,-2.00002,0
3,-2.00002,0
-4,-3.00002,0
-3,-3.00002,0
-2,-3.00002,0
-1,-3.00002,0
0,-3.00002,0
1,-3.00002,0
2,-3.00002,0
3,-3.00002,0
-4,4,0
-3,3.99994,0
-2,3.99994,0
-1,3.99994,0
0,3.99994,0
1,3.99994,0
2,3.99994,0
3,4,0
-4,2.99994,0
-3,2.99994,0
-2,2.99994,0
-1,2.99994,0
0,2.99994,0
1,2.99994,0
2,2.99994,0
3,2.99994,0
-4,1.99994,0
-3,1.99994,0
-2,1.99994,0
-1,1.99994,0
0,1.99994,0
1,1.99994,0
2,1.99994,0
3,1.99994,0
-4,0.99994,0
-3,0.99994,0
-2,0.99994,0
-1,0.99994,0
0,0.99994,0
1,0.99994,0
2,0.99994,0
3,0.99994,0
-4,-5.99996e-05,0
-3,-5.99996e-05,0
-2,-5.99996e-05,0
-1,-5.99996e-05,0
0,-5.99996e-05,0
1,-5.99996e-05,0
2,-5.99996e-05,0
3,-5.99996e-05,0
-4,-1.00006,0
-3,-1.00006,0
-2,-1.00006,0
-1,-1.00006,0
0,-1.00006,0
1,-1.00006,0
2,-1.00006,0
3,-1.00006,0
-4,-2.00006,0
-3,-2.00006,0
-2,-2.00006,0
-1,-2.00006,0
0,-2.00006,0
1,-2.00006,0
2,-2.00006,0
3,-2.00006,0
-4,-3.00006,0
-3,-3.00006,0
-2,-3.00006,0
-1,-3.00006,0
0,-3.00006,0
1,-3.00006,0
2,-3.00006,0
3,-3.00006,0
-4,4,0
-3,3.99988,0
-2,3.99988,0
-1,3.99988,0
0,3.99988,0
1,3.99988,0
2,3.99988,0
3,4,0
-4,2.99988,0
-3,2.99988,0
-2,2.99988,0
-1,2.99988,0
4.8e-10,2.99988,0
1,2.99988,0
2,2.99988,0
3,2.99988,0
-4,1.99988,0
-3,1.99988,0
-2,1.99988,0
-1,1.99988,0
0,1.99988,0
1,1.99988,0
2,1.99988,0
3,1.99988,0
-4,0.99988,0
-3,0.99988,0
-2,0.99988,0
-1,0.99988,0
0,0.99988,0
1,0.99988,0
2,0.99988,0
3,0.99988,0
-4,-0.000119997,0
-3,-0.000119998,0
-2,-0.000119998,0
-1,-0.000119998,0
0,-0.000119998,0
1,-0.000119998,0
2,-0.000119998,0
3,-0.000119997,0
-4,-1.00012,0
-3,-1.00012,0
-2,-1.00012,0
-1,-1.00012,0
0,-1.00012,0
1,-1.00012,0
2,-1.00012,0
3,-1.00012,0
-4,-2.00012,0
-3,-2.00012,0
-2,-2.00012,0
-1,-2.00012,0
0,-2.00012,0
1,-2.00012,0
2,-2.00012,0
3,-2.00012,0
-4,-3.00012,0
-3,-3.00012,0
-2,-3.00012,0
-1,-3.00012,0
0,-3.00012,0
1,-3.00012,0
2,-3.00012,0
3,-3.00012,0
-4,4,0
-3,3.9998,0
-2,3.9998,0
-1,3.9998,0
-3.18875e-12,3.9998,0
1,3.9998,0
2,3.9998,0
3,4,0
-4,2.9998,0
-3,2.9998,0
-2,2.9998,0
-1,2.9998,0
2.36281e-09,2.9998,0
1,2.9998,0
2,2.9998,0
3,2.9998,0
-4,1.9998,0
-3,1.9998,0
-2,1.9998,0
-1,1.9998,0
1.80002e-12,1.9998,0
1,1.9998,0
2,1.9998,0
3,1.9998,0
-4,0.9998,0
-3,0.9998,0
-2,0.9998,0
-1,0.9998,0
5.9956e-12,0.9998,0
1,0.9998,0
2,0.9998,0
3,0.9998,0
-4,-0.00019999,0
-3,-0.000199996,0
-2,-0.000199996,0
-1,-0.000199996,0
0,-0.000199996,0
1,-0.000199996,0
2,-0.000199996,0
3,-0.00019999,0
-4,-1.0002,0
-3,-1.0002,0
-2,-1.0002,0
-1,-1.0002,0
0,-1.0002,0
1,-1.0002,0
2,-1.0002,0
3,-1.0002,0
-4,-2.0002,0
-3,-2.0002,0
-2,-2.0002,0
-1,-2.0002,0
0,-2.0002,0
1,-2.0002,0
2,-2.0002,0
3,-2.0002,0
-4,-3.0002,0
-3,-3.0002,0
-2,-3.0002,0
-1,-3.0002,0
0,-3.0002,0
1,-3.0002,0
2,-3.0002,0
3,-3.0002,0
-4,4,0
-3,3.9997,0
-2,3.9997,0
-1,3.9997,0
-1.89966e-11,3.9997,0
1,3.9997,0
2,3.9997,0
3,4,0
-4,2.9997,0
-3,2.9997,0
-2,2.9997,0
-1,2.9997,0
7.03638e-09,2.9997,0
1,2.9997,0
2,2.9997,0
3,2.9997,0
-4,1.9997,0
-3,1.9997,0
-2,1.9997,0
-1,1.9997,0
1.09278e-11,1.9997,0
1,1.9997,0
2,1.9997,0
3,1.9997,0
-4,0.9997,0
-3,0.9997,0
-2,0.9997,0
-1,0.9997,0
3.54695e-11,0.9997,0
1,0.9997,0
2,0.9997,0
3,0.9997,0
-4,-0.000299973,0
-3,-0.000299992,0
-2,-0.000299992,0
-1,-0.000299992,0
3.77562e-14,-0.000299992,0
1,-0.000299992,0
2,-0.000299992,0
3,-0.000299973,0
-4,-1.0003,0
-3,-1.0003,0
-2,-1.0003,0
-1,-1.0003,0
7.15147e-14,-1.0003,0
1,-1.0003,0
2,-1.0003,0
3,-1.0003,0
-4,-2.0003,0
-3,-2.0003,0
-2,-2.0003,0
-1,-2.0003,0
0,-2.0003,0
1,-2.0003,0
2,-2.0003,0
3,-2.0003,0
-4,-3.0003,0
-3,-3.0003,0
-2,-3.0003,0
-1,-3.0003,0
0,-3.0003,0
1,-3.0003,0
2,-3.0003,0
3,-3.0003,0
-4,4,0
-3,3.99958,0
-2,3.99958,0
-1,3.99958,0
-6.58721e-11,3.99958,0
1,3.99958,0
2,3.99958,0
3,4,0
-4,2.99958,0
-3,2.99958,0
-2,2.99958,0
-1,2.99958,0
1.62588e-08,2.99958,0
1,2.99958,0
2,2.99958,0
3,2.99958,0
-4,1.99959,0
-3,1.99958,0
-2,1.99958,0
-1,1.99958,0
3.85757e-11,1.99958,0
1,1.99958,0
2,1.99958,0
3,1.99959,0
-4,0.99958,0
-3,0.99958,0
-2,0.99958,0
-1,0.99958,0
1.22341e-10,0.99958,0
1,0.99958,0
2,0.99958,0
3,0.99958,0
-4,-0.000419941,0
-3,-0.000419986,0
-2,-0.000419986,0
-1,-0.000419986,0
2.9317e-13,-0.000419986,0
1,-0.000419986,0
2,-0.000419986,0
3,-0.000419941,0
-4,-1.00042,0
-3,-1.00042,0
-2,-1.00042,0
-1,-1.00042,0
4.67933e-13,-1.00042,0
1,-1.00042,0
2,-1.00042,0
3,-1.00042,0
-4,-2.00042,0
-3,-2.00042,0
-2,-2.00042,0
-1,-2.00042,0
7.77731e-17,-2.00042,0
1,-2.00042,0
2,-2.00042,0
3,-2.00042,0
-4,-3.00042,0
-3,-3.00042,0
-2,-3.00042,0
-1,-3.00042,0
3.41756e-16,-3.00042,0
1,-3.00042,0
2,-3.00042,0
3,-3.00042,0
-4,4,0
-3,3.99944,0
-2,3.99944,0
-1,3.99944,0
-1.73979e-10,3.99944,0
1,3.99944,0
2,3.99944,0
3,4,0
-4,2.99945,0
-3,2.99944,0
-2,2.99944,0
-1,2.99944,0
3.21851e-08,2.99944,0
1,2.99944,0
2,2.99944,0
3,2.99945,0
-4,1.99945,0
-3,1.99944,0
-2,1.99944,0
-1,1.99944,0
1.0346e-10,1.99944,0
1,1.99944,0
2,1.99944,0
3,1.99945,0
-4,0.99944,0
-3,0.99944,0
-2,0.99944,0
-1,0.99944,0
3.21441e-10,0.99944,0
1,0.99944,0
2,0.99944,0
3,0.99944,0
-4,-0.000559888,0
-3,-0.000559977,0
-2,-0.000559978,0
-1,-0.000559978,0
1.1985e-12,-0.000559978,0
1,-0.000559978,0
2,-0.000559977,0
3,-0.000559888,0
-4,-1.00056,0
-3,-1.00056,0
-2,-1.00056,0
-1,-1.00056,0
1.79574e-12,-1.00056,0
1,-1.00056,0
2,-1.00056,0
3,-1.00056,0
-4,-2.00056,0
-3,-2.00056,0
-2,-2.00056,0
-1,-2.00056,0
2.97929e-14,-2.00056,0
1,-2.00056,0
2,-2.00056,0
3,-2.00056,0
-4,-3.00056,0
-3,-3.00056,0
-2,-3.00056,0
-1,-3.00056,0
2.10962e-15,-3.00056,0
1,-3.00056,0
2,-3.00056,0
3,-3.00056,0
-4,4,0
-3,3.99928,0
-2,3.99928,0
-1,3.99928,0
-3.87615e-10,3.99928,0
1,3.99928,0
2,3.99928,0
3,4,0
-4,2.99929,0
-3,2.99928,0
-2,2.99928,0
-1,2.99928,0
5.73914e-08,2.99928,0
1,2.99928,0
2,2.99928,0
3,2.99929,0
-4,1.99929,0
-3,1.99928,0
-2,1.99928,0
-1,1.99928,0
2.33814e-10,1.99928,0
1,1.99928,0
2,1.99928,0
3,1.99929,0
-4,0.99928,0
-3,0.99928,0
-2,0.99928,0
-1,0.99928,0
7.12486e-10,0.99928,0
1,0.99928,0
2,0.99928,0
3,0.99928,0
-4,-0.000719805,0
-3,-0.000719965,0
-2,-0.000719967,0
-1,-0.000719968,0
3.67009e-12,-0.000719968,0
1,-0.000719967,0
2,-0.000719965,0
3,-0.000719805,0
-4,-1.00072,0
-3,-1.00072,0
-2,-1.00072,0
-1,-1.00072,0
5.31232e-12,-1.00072,0
1,-1.00072,0
2,-1.00072,0
3,-1.00072,0
-4,-2.00072,0
-3,-2.00072,0
-2,-2.00072,0
-1,-2.00072,0
1.21207e-13,-2.00072,0
1,-2.00072,0
2,-2.00072,0
3,-2.00072,0
-4,-3.00072,0
-3,-3.00072,0
-2,-3.00072,0
-1,-3.00072,0
8.83072e-15,-3.00072,0
1,-3.00072,0
2,-3.00072,0
3,-3.00072,0
-4,4,0
-3,3.9991,0
-2,3.9991,0
-1,3.9991,0
-7.67447e-10,3.9991,0
1,3.9991,0
2,3.9991,0
3,4,0
-4,2.99912,0
-3.00001,2.99911,0
-2,2.9991,0
-1,2.9991,0
9.47571e-08,2.9991,0
1,2.9991,0
2.00001,2.99911,0
3,2.99912,0
-4,1.99912,0
-3,1.9991,0
-2,1.9991,0
-1,1.9991,0
4.69547e-10,1.9991,0
1,1.9991,0
2,1.9991,0
3,1.99912,0
-4,0.999101,0
-3,0.9991,0
-2,0.9991,0
-1,0.9991,0
1.40384e-09,0.9991,0
1,0.9991,0
2,0.9991,0
3,0.999101,0
-4,-0.000899682,0
-3,-0.000899949,0
-2,-0.000899952,0
-1,-0.000899954,0
9.40791e-12,-0.000899954,0
1,-0.000899952,0
2,-0.000899949,0
3,-0.000899682,0
-4,-1.0009,0
-3,-1.0009,0
-2,-1.0009,0
-1,-1.0009,0
1.30375e-11,-1.0009,0
1,-1.0009,0
2,-1.0009,0
3,-1.0009,0
-4,-2.0009,0
-3,-2.0009,0
-2,-2.0009,0
-1,-2.0009,0
2.88349e-13,-2.0009,0
1,-2.0009,0
2,-2.0009,0
3,-2.0009,0
-4,-3.0009,0
-3,-3.0009,0
-2,-3.0009,0
-1,-3.0009,0
3.10458e-14,-3.0009,0
1,-3.0009,0
2,-3.0009,0
3,-3.0009,0
-4,4,0
-3,3.9991,0
-2,3.9991,0
-1,3.9991,0
-7.67447e-10,3.9991,0
1,3.9991,0
2,3.9991,0
3,4,0
-4,2.99912,0
-3.00001,2.99911,0
-2,2.9991,0
-1,2.9991,0
9.47572e-08,2.9991,0
1,2.9991,0
2.00001,2.99911,0
3,2.99912,0
-4,1.99912,0
-3,1.9991,0
-2,1.9991,0
-1,1.9991,0
4.69547e-10,1.9991,0
1,1.9991,0
2,1.9991,0
3,1.99912,0
-4,0.999101,0
-3,0.9991,0
-2,0.9991,0
-1,0.9991,0
1.40385e-09,0.9991,0
1,0.9991,0
2,0.9991,0
3,0.999101,0
-4,-0.000899682,0
-3,-0.000899949,0
-2,-0.000899952,0
-1,-0.000899954,0
9.40792e-12,-0.000899954,0
1,-0.000899952,0
2,-0.000899949,0
3,-0.000899682,0
-4,-1.0009,0
